Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
YUC_socialist;Партия социалистов;Партия социалистов;Partido Socialist;;;;;;;;;;;
YUC_communist;Коммунистическая партия;Коммунистическая партия;Partido Communist;;;;;;;;;;;
YUC_fascist;Фашистская партия;Фашистская партия;Partido Fascist;;;;;;;;;;;
YZW;Ёнезава;Ёнезава;Yonezawa;;;;;;;;;;;
YZW_ADJ;Ёнезаванск.;Ёнезаванск.;Yonezawan;;;;;;;;;;;
YZW_absolute_monarchy_ADJ;Уэсуги;Уэсуги;Uesugi;;;;;;;;;;;
YZW_prussian_constitutionalism_ADJ;Уэсуги;Уэсуги;Uesugi;;;;;;;;;;;
YZW_hms_government_ADJ;Уэсуги;Уэсуги;Uesugi;;;;;;;;;;;
ZAM;Замбия;Замбия;Zambia;;;;;;;;;;;
ZAM_ADJ;Замбийск.;Замбийск.;Zambian;;;;;;;;;;;
ZAM_liberal;Объединенная партия национального развития;;;;;;;;;;;;;
ZAM_conservative;Движение за многопартийную демократию;;;;;;;;;;;;;
ZAM_socialist;Объединенная прогрессивная партия;;;;;;;;;;;;;
ZAM_reactionary;Партия национального восстановления;;;;;;;;;;;;;
ZAM_anarcho_liberal;Национальная партия;;;;;;;;;;;;;
ZAM_communist;Партия национальной независимости;;;;;;;;;;;;;
ZAM_fascist;Партия Четвертой Революции ;;;;;;;;;;;;;
### Африканские королевства ###;;;;;;;;;;;;;;
ARO;Аро;Аро;Аро;;Аро;;;;;;;;;
ARO_ADJ;Аро;Аро;Аро;;;;;;;;;;;
ARO_conservative;Фракция Эзе Аро;Фракция Эзе Аро;Фракция Эзе Аро;;;;;;;;;;;
ARO_liberal;Фракция реформ;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
ARO_reactionary;Фракция империи;Фракция империи;Фракция империи;Фракция империи;;;;;;;;;;;
ARO_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
ARO_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
ARO_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
ARO_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
ARO_proletarian_dictatorship;Биафра;Биафра;Биафра;;Биафра;;;;;;;;;
ARO_proletarian_dictatorship_ADJ;Биафранск.;Биафранск.;Биафранск.;;биафранск.;;;;;;;;;
ARO_fascist_dictatorship;Биафра;Биафра;Биафра;;Биафра;;;;;;;;;
ARO_fascist_dictatorship_ADJ;Биафранск.;Биафранск.;Биафранск.;;биафранск.;;;;;;;;;
ARO_bourgeois_dictatorship;Биафра;Биафра;Биафра;;Биафра;;;;;;;;;
ARO_bourgeois_dictatorship_ADJ;Биафранск.;Биафранск.;Биафранск.;;биафранск.;;;;;;;;;
ARO_presidential_dictatorship;Биафра;Биафра;Биафра;;Биафра;;;;;;;;;
ARO_presidential_dictatorship_ADJ;Биафранск.;Биафранск.;Биафранск.;;биафранск.;;;;;;;;;
ARO_democracy;Биафра;Биафра;Биафра;;Биафра;;;;;;;;;
ARO_democracy_ADJ;Биафранск.;Биафранск.;Биафранск.;;биафранск.;;;;;;;;;
ASH;Ашанти;Ашанти;Ашанти;;Ашанти;;;;;;;;;
ASH_ADJ;Ашанти;Ашанти;Ашанти;;;;;;;;;;;
ASH_conservative;Королевская фракция;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
ASH_liberal;Фракция реформ;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
ASH_reactionary;Фракция империи;Фракция империи;Фракция империи;Фракция империи;;;;;;;;;;;
ASH_conservative_2;Национальное освободительное движение;;;;;;;;;;;;;
ASH_liberal_2;Объединенная партия Золотого Берега;;;;;;;;;;;;;
ASH_reactionary_2;Совет национальной освободительной;;;;;;;;;;;;;
ASH_anarcho_liberal;Партия прогресса;;;;;;;;;;;;;
ASH_socialist;Партия конгресса Ганы;;;;;;;;;;;;;
ASH_communist;Партия народного съезда;;;;;;;;;;;;;
ASH_fascist;Партия народного фронта;;;;;;;;;;;;;
GHN;Гана;Гана;Гана;;Гана;;;;;;;;;
GHN_ADJ;Ганск.;Ганск.;Ганаисч;;Ганец;;;;;;;;;
AZA;Азанде;Азанде;Азанде;;Азанде;;;;;;;;;
AZA_ADJ;Азанде;Азанде;Азанде;;;;;;;;;;;
AZA_conservative;Королевская фракция;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
AZA_liberal;Фракция реформ;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
AZA_reactionary;Фракция империи;Фракция империи;Фракция империи;Фракция империи;;;;;;;;;;;
AZA_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
AZA_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
AZA_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
AZA_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
BEN;Бенин;Бенин;Бенин;;Бенин;;;;;;;;;
BEN_ADJ;Бенинск.;Бенинск.;Бенин;;;;;;;;;;;
BEN_conservative;Фракция Оба;Фракция Оба;Фракция Оба;Фракция Оба;;;;;;;;;;;
BEN_liberal;Фракция реформ;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
BEN_reactionary;Фракция военных;Фракция военных;Фракция военных;Фракция военных;;;;;;;;;;;
BEN_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
BEN_socialist;Народная фракция;Народная фракция;Народная фракция;Народная фракция;;;;;;;;;;;
BEN_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
BEN_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
BRD;Бурунди;Бурунди;Бурунди;;Бурунди;;;;;;;;;
BRD_ADJ;Бурундийск.;Бурундийск.;Бурундийск.;;;;;;;;;;;
BRD_conservative;Союз демократических сил;;;;;;;;;;;;;
BRD_liberal;APRODEBA;;;;;;;;;;;;;
BRD_reactionary;Союз за национальный прогресс;;;;;;;;;;;;;
BRD_anarcho_liberal;Партия Абаньямаджамбере;;;;;;;;;;;;;
BRD_socialist;Сельская демократическая партия;;;;;;;;;;;;;
BRD_communist;Партия работников Бурунди;;;;;;;;;;;;;
BRD_fascist;Народный союз Бурунди;;;;;;;;;;;;;
BSH;Лесото;;;;;;;;;;;;;
BSH_absolute_monarchy;Басото;;;;;;;;;;;;;
BSH_ADJ;Басото;Басото;Басото;;;;;;;;;;;
BSH_conservative;Королевская фракция;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
BSH_liberal;Фракция реформ;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
BSH_reactionary;Фракция империи;Фракция империи;Фракция империи;Фракция империи;;;;;;;;;;;
BSH_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
BSH_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
BSH_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
BSH_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
BUG;Уганда;;;;;;;;;;;;;
BUG_absolute_monarchy;Буганда;;;;;;;;;;;;;
BUG_ADJ;Угандийск.;;;;;;;;;;;;;
BUG_conservative;Угандийское патриотическое движение;;;;;;;;;;;;;
BUG_liberal;Демократическая партия;;;;;;;;;;;;;
BUG_reactionary;Кабака Иекка;;;;;;;;;;;;;
BUG_anarcho_liberal;Федеральная демократическая партия;;;;;;;;;;;;;
BUG_socialist;Конгресс народа Уганды;;;;;;;;;;;;;
BUG_communist;Африканский союз фермеров;;;;;;;;;;;;
BUG_fascist;Фронт свободы и единства;;;;;;;;;;;;
CLA;Калабар;;;;;;;;;;;;
CLA_ADJ;Калабарск.;;;;;;;;;;;;
CLA_conservative;Фракция Дюк-Таун;;;;;;;;;;;;
CLA_liberal;Фракция Крик-Таун;;;;;;;;;;;;
CLA_reactionary;Фракция империи;;;;;;;;;;;;
CLA_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;
CLA_socialist;Социалистическая фракция;;;;;;;;;;;;
CLA_communist;Коммунистическая фракция;;;;;;;;;;;;
CLA_fascist;Фашистская фракция;;;;;;;;;;;;
DAH_absolute_monarchy;Дагомей;;;;;;;;;;;;
DAH_absolute_monarchy_ADJ;Дагомейск.;;;;;;;;;;;;
DAH_prussian_constitutionalism;Дагомей;;;;;;;;;;;;
DAH_prussian_constitutionalism_ADJ;Дагомейск.;;;;;;;;;;;;
DAH_hms_government;Дагомей;;;;;;;;;;;;
DAH_hms_government_ADJ;Дагомейск.;;;;;;;;;;;;
DAH;Бенин;;;;;;;;;;;;
DAH_ADJ;Бенинск.;;;;;;;;;;;;
DAH_proletarian_dictatorship;Народная Республика Бенин;;;;;;;;;;;;
DAH_conservative;Фракция Ахосу;;;;;;;;;;;;
DAH_liberal;Фракция либералов;;;;;;;;;;;;
DAH_reactionary;Фракция империи;;;;;;;;;;;;
DAH_conservative_2;Прогрессивный союз;;;;;;;;;;;;
DAH_reactionary_2;Этническая группа севера;;;;;;;;;;;;
DAH_liberal_2;Республиканская партия;;;;;;;;;;;;
DAH_anarcho_liberal;Партия прогресса Бенина;;;;;;;;;;;;
DAH_socialist;Фронт борьбы за независимость народа;;;;;;;;;;;;
DAH_communist;Партия народной революции;;;;;;;;;;;;
DAH_fascist;Фашистский фронт;;;;;;;;;;;;
DAM;Дамагарам;;;;;;;;;;;;
DAM_ADJ;Дамагарам;;;;;;;;;;;;
DAM_conservative;Фракция султана;;;;;;;;;;;;
DAM_liberal;Фракция реформ;;;;;;;;;;;;
DAM_reactionary;Религиозная фракция;;;;;;;;;;;;
DAM_anarcho_liberal;Фракция свободы;;;;;;;;;;;;
DAM_socialist;Фракция справедливости и равенства;;;;;;;;;;;;
DAM_communist;Коммунистическая фракция;;;;;;;;;;;;
DAM_fascist;Фашистская фракция Великого Сомали;;;;;;;;;;;;
DAM_proletarian_dictatorship;Республика Хауса;;;;;;;;;;;;
DAM_proletarian_dictatorship_ADJ;Хауса;;;;;;;;;;;;
DAM_presidential_dictatorship;Хауса;;;;;;;;;;;;
DAM_presidential_dictatorship_ADJ;Хауса;;;;;;;;;;;;
DAM_bourgeois_dictatorship;Хауса;;;;;;;;;;;;
DAM_bourgeois_dictatorship_ADJ;Хауса;;;;;;;;;;;;
DAM_fascist_dictatorship;Хауса;;;;;;;;;;;;
DAM_fascist_dictatorship_ADJ;Хауса;;;;;;;;;;;;
DAM_democracy;Хауса;;;;;;;;;;;;
DAM_democracy_ADJ;Хауса;;;;;;;;;;;
DAR;Дарфур;Дарфур;Дарфур;;Дарфур;;;;;;;;;
DAR_ADJ;Дарфурск.;Дарфурская;Дарфурск.;;;;;;;;;;;
DAR_conservative;Фракция султана;Фракция султана;Фракция султана;;;;;;;;;;;
DAR_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
DAR_reactionary;Религиозная фракция;Религиозная фракция;Религиозная фракция;;;;;;;;;;;
DAR_anarcho_liberal;Фракция свободы;Фракция свободы;Фракция свободы;;;;;;;;;;;
DAR_socialist;Движение за справедливость и равенство;Движение за справедливость и равенство;Движение за справедливость и равенство;;;;;;;;;;;
DAR_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
DAR_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
DND;Денди;Денди;Денди;;Денди;;;;;;;;;
DND_ADJ;Денди;Денди;Денди;;;;;;;;;;;
DND_conservative;Фракция Аския;Фракция Аския;Фракция Аския;;;;;;;;;;;
DND_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
DND_reactionary;Религиозная фракция;Религиозная фракция;Религиозная фракция;;;;;;;;;;;
DND_anarcho_liberal;Фракция свободы;Фракция свободы;Фракция свободы;;;;;;;;;;;
DND_socialist;Движение за справедливость и равенство;Движение за справедливость и равенство;Движение за справедливость и равенство;;;;;;;;;;;
DND_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
DND_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
DND_proletarian_dictatorship;Республика Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_proletarian_dictatorship_ADJ;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_presidential_dictatorship;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_presidential_dictatorship_ADJ;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_bourgeois_dictatorship;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_bourgeois_dictatorship_ADJ;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_fascist_dictatorship;Республика Денди;Денди;Денди;;Денди;;;;;;;;;
DND_democracy;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
DND_democracy_ADJ;Сонгай;Сонгай;Сонгай;;;;;;;;;;;
GBU;Гвинея-Бисау;;;;;;;;;;;;;
GBU_absolute_monarchy;Габу;;;;;;;;;;;;;
GBU_absolute_monarchy_ADJ;Габуанск.;;;;;;;;;;;;;
GBU_ADJ;Бисау-Гвинейск.;;;;;;;;;;;;;
GBU_conservative;Фракция Мансаба;Фракция Мансаба;Фракция Мансаба;;;;;;;;;;;
GBU_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
GBU_reactionary;Фракция империи;Фракция империи;Фракция империи;;;;;;;;;;;
GBU_conservative_2;Демократический фронт;;;;;;;;;;;;;
GBU_liberal_2;Партия социального обновления;;;;;;;;;;;;;
GBU_reactionary_2;Гвинейский гражданский форум;;;;;;;;;;;;;
GBU_anarcho_liberal;Демократическая партия прогресса;;;;;;;;;;;;;
GBU_socialist;Фронт борьбы за независимость;;;;;;;;;;;;;
GBU_communist;Африканская партия независимости;;;;;;;;;;;;;
GBU_fascist;Движение Бафати;;;;;;;;;;;;;
GEL;Геледи;Геледи;Геледи;;Геледи;;;;;;;;;
GEL_ADJ;Геледи;Геледиен;Геледиш;;;;;;;;;;;
GEL_conservative;Фракция шейхов;Фракция шейхов;Фракция шейхов;;;;;;;;;;;
GEL_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
GEL_reactionary;Фракция националистов;Фракция националистов;Фракция националистов;;;;;;;;;;;
GEL_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
GEL_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
GEL_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
GEL_fascist;Фашистская фракция Великой Сомали;Фашистская фракция Великой Сомали;Фашистская фракция Великой Сомали;;;;;;;;;;;
JAL;Фута Джаллон;Фута Джаллон;Фута Джаллон;;Фута Джаллон;;;;;;;;;
JAL_ADJ;Джаллон;Джаллон;Джаллон;;;;;;;;;;;
JAL_conservative;Фракция Алмами;Фракция Алмами;Фракция Алмами;;;;;;;;;;;
JAL_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
JAL_reactionary;Джихадистская фракция;Джихадистская фракция;Джихадистская фракция;;;;;;;;;;;
JAL_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
JAL_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
JAL_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
JAL_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KBO;Канем-Борну;Канем-Борну;Канем-Борну;;Канем-Борну;;;;;;;;;
KBO_ADJ;Борну;Борну;Борну;;;;;;;;;;;
KBO_conservative;Фракция Май;Фракция Май;Фракция Май;;;;;;;;;;;
KBO_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
KBO_reactionary;Религиозная фракция;Религиозная фракция;Религиозная фракция;;;;;;;;;;;
KBO_anarcho_liberal;Фракция свободы;Фракция свободы;Фракция свободы;;;;;;;;;;;
KBO_socialist;Фракция благосостояния народа;Фракция благосостояния народа;Фракция благосостояния народа;;;;;;;;;;;
KBO_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KBO_fascist;Фашистская фракция Великого Канем-Борну;Фашистская фракция Великого Канем-Борну;Фашистская фракция Великого Канем-Борну;;;;;;;;;;;
KNG;Ваттара;Ваттара;Ваттара;;Ваттара;;;;;;;;;
KNG_ADJ;Ваттаран;Ваттаран;Ваттаран;;;;;;;;;;;
KNG_conservative;Фракция Фама;Фракция Фама;Фракция Фама;;;;;;;;;;;
KNG_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KNG_reactionary;Религиозная фракция;Религиозная фракция;Религиозная фракция;;;;;;;;;;;
KNG_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KNG_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KNG_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KNG_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KON;Конго;Конго;Конго;;Конго;;;;;;;;;
KON_ADJ;Конголезск.;Конголезск.;Конголезск.;;;;;;;;;;;
KON_conservative;Фракция МвенеКонго;Фракция МвенеКонго;Фракция МвенеКонго;;;;;;;;;;;
KON_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
KON_reactionary;Религиозная фракция;Религиозная фракция;Религиозная фракция;;;;;;;;;;;
KON_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KON_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KON_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KON_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KUB;Куба;Куба;Куба;;Куба;;;;;;;;;
KUB_ADJ;Кубанск.;Кубанская;Кубанск.;;;;;;;;;;;
KUB_conservative;Фракция Нима;Фракция Нима;Фракция Нима;;;;;;;;;;;
KUB_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
KUB_reactionary;Аристократическая фракция;Аристократическая фракция;Аристократическая фракция;;;;;;;;;;;
KUB_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KUB_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KUB_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KUB_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KZB;Казембе;Казембе;Казембе;;Казембе;;;;;;;;;
KZB_ADJ;Казембе;Казембе;Казембе;;;;;;;;;;;
KZB_conservative;Фракция Мвата;Фракция Мвата;Фракция Мвата;;;;;;;;;;;
KZB_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
KZB_reactionary;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
KZB_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KZB_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KZB_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KZB_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
LBA;Луба;Луба;Луба;;Луба;;;;;;;;;
LBA_ADJ;Лубанск.;Лубанск.;Лубанск.;;;;;;;;;;;
LBA_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
LBA_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
LBA_reactionary;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
LBA_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
LBA_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
LBA_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
LBA_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
LOA;Лоанго;Лоанго;Лоанго;;Лоанго;;;;;;;;;
LOA_ADJ;Лоангосск.;Лоангосск.;Лоангосск.;;;;;;;;;;;
LOA_conservative;Фракция Ма Луанго;Фракция Ма Луанго;Фракция Ма Луанго;;;;;;;;;;;
LOA_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
LOA_reactionary;Фракция традиций;Фракция традиций;Фракция традиций;;;;;;;;;;;
LOA_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
LOA_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
LOA_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
LOA_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
LUN;Лунда;Лунда;Лунда;;Лунда;;;;;;;;;
LUN_ADJ;Лундск.;Лундск.;Лундск.;;;;;;;;;;;
LUN_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
LUN_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
LUN_reactionary;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
LUN_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
LUN_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
LUN_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
LUN_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
MAJ;Маджертин;Маджертин;Маджертин;;Маджертин;;;;;;;;;
MAJ_ADJ;Маджертинск.;Маджертинск.;Маджертинск.;;;;;;;;;;;
MAJ_conservative;Фракция Шейкала;Фракция Шейкала;Фракция Шейкала;;;;;;;;;;;
MAJ_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
MAJ_reactionary;Националистическая фракция;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
MAJ_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
MAJ_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
MAJ_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
MAJ_fascist;Исламская фракция;Исламская фракция;Исламская фракция;;;;;;;;;;;
MAS;Массина;Массина;Массина;;Массина;;;;;;;;;
MAS_ADJ;Массинанск.;Массинанск.;Массинанск.;;;;;;;;;;;
MAS_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
MAS_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
MAS_reactionary;Джихадистская фракция;Джихадистская фракция;Джихадистская фракция;;;;;;;;;;;
MAS_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
MAS_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
MAS_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
MAS_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
MAT;Матабеле;Матабеле;Матабеле;;Матабеле;;;;;;;;;
MAT_ADJ;Матабеле;Матабеле;Матабеле;;;;;;;;;;;
MAT_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
MAT_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
MAT_reactionary;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
MAT_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
MAT_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
MAT_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
MAT_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
MNG;Монго;Монго;Монго;;Монго;;;;;;;;;
MNG_ADJ;Монго;Монго;Монго;;;;;;;;;;;
MNG_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
MNG_liberal;Фракция реформ;Фракция реформ;Фракция реформ;;;;;;;;;;;
MNG_reactionary;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
MNG_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
MNG_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
MNG_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
MNG_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
MOS;Мосси;Mossi;Mossi;;Mossi;;;;;;;;;
MOS_ADJ;Мосси;Mossis;Mossi;;;;;;;;;;;
MOS_conservative;Фракция Мого Наба;Faction Mogho Naba;Mogho Naba Fraktion;;;;;;;;;;;
MOS_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
MOS_reactionary;Традиционная фракция;Faction traditionnelle;Traditionelle Fraktion;;;;;;;;;;;
MOS_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
MOS_socialist;Социалистическая партия;;;;;;;;;;;;;
MOS_communist;Коммунистическая партия;;;;;;;;;;;;;
MOS_fascist;Фашистская партия;;;;;;;;;;;;;
MOS_proletarian_dictatorship;Верхний Вольта;;;;;;;;;;;;;
MOS_proletarian_dictatorship_ADJ;Верхневольтск.;;;;;;;;;;;;;
MOS_fascist_dictatorship;Верхний Вольта;;;;;;;;;;;;;
MOS_fascist_dictatorship_ADJ;Верхневольтск.;;;;;;;;;;;;;
MOS_presidential_dictatorship;Верхний Вольта;;;;;;;;;;;;;
MOS_presidential_dictatorship_ADJ;Верхневольтск.;;;;;;;;;;;;;
MOS_bourgeois_dictatorship;Верхний Вольта;;;;;;;;;;;;;
MOS_bourgeois_dictatorship_ADJ;Верхневольтск.;;;;;;;;;;;;;
MOS_democracy;Верхний Вольта;;;;;;;;;;;;;
MOS_democracy_ADJ;Верхневольтск.;;;;;;;;;;;;;
OYO;Ойо;Oyo;Oyo;;Oyo;;;;;;;;;
OYO_ADJ;Ойо;Oyo;Oyo;;;;;;;;;;;
OYO_conservative;Фракция Алаафин;Faction Alaafin;Alaafin Fraktion;;;;;;;;;;;
