Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
UYG_absolute_monarchy;Kashgaria;;;;;;;;;;;;;
UYG_prussian_constitutionalism;Kashgaria;;;;;;;;;;;;;
UYG_hms_government;Kashgaria;;;;;;;;;;;;;
UYG_absolute_monarchy_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_prussian_constitutionalism_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_hms_government_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_conservative;Royal Faction;Faction royale;K�nigsfraktion;;;;;;;;;;;
UYG_liberal;The Liberal Faction;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
UYG_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UYG_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UYG_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UYG_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UYG_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
UZB;Uzbekistan;;;;;;;;;;;;;
UZB_ADJ;Uzbek;;;;;;;;;;;;;
UZB_conservative;Royal Faction;Faction royale;K�nigsfraktion;;;;;;;;;;;
UZB_liberal;The Liberal Faction;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
UZB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UZB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UZB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UZB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UZB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
VEN_democracy;Republic of Venice;;;;;;;;;;;;;
VEN;Venice;x
VEN_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
VEN_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
VEN_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
VEN_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
VEN_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
VEN_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
VEN_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
VEN_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
VIC;Victoria;Victoria;Victoria;;;;;;;;;;;
VIC_ADJ;Victorian;Victorian;Victorian;;;;;;;;;;;
VIC_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
VIC_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
VIC_conservative_2;National Party;National Party;National Party;;;;;;;;;;;
VIC_conservative_3;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
VIC_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
VIC_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
VIC_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
VIC_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
VIC_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
VIC_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
VIC_reactionary_2;Victorian Farmers Union;Victorian Farmers Union;Victorian Farmers Union;;;;;;;;;;;
VIC_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
VIC_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
VIC_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
WAS;Western Australia;Western Australia;Western Australia;;;;;;;;;;;
WAS_ADJ;West Australian;West Australian;West Australian;;;;;;;;;;;
WAS_fascist_dictatorship;Westralia;Westralia;Westralia;;;;;;;;;;;
WAS_fascist_dictatorship_ADJ;Westralian;Westralian;Westralian;;;;;;;;;;;
WAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
WAS_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
WAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
WAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
WAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
WAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
WAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
WAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
WAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
WAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
WAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
WES;Westfalen;;;;;;;;;;;;;
WES_ADJ;Westphalian ;;;;;;;;;;;;;
WES_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
WES_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
WES_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
WES_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;
WES_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
WES_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;
WES_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;
WES_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
WES_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;
WES_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;
WES_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
WES_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
WES_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
WHA;Wales;;;;;;;;;;;;;
WHA_ADJ;Welsh;;;;;;;;;;;;;
WHA_liberal;Democratiaid Rhyddfrydol;;;;;;;;;;;;;
WHA_conservative;Plaid Geidwadol;;;;;;;;;;;;;
WHA_socialist;Plaid Cymru;;;;;;;;;;;;;
WHA_anarcho_liberal;Anarchwyr;;;;;;;;;;;;;
WHA_fascist;Meibion Glyndwr;;;;;;;;;;;;;
WHA_communist;Plaid Gomiwnyddol;;;;;;;;;;;;;
WHA_reactionary;Plaid Genedlaethol;;;;;;;;;;;;;
XBI_ADJ;Qinghai;;;;;;;;;;;;;
XBI_presidential_dictatorship;Ma Clique;;;;;;;;;;;;;
XBI_presidential_dictatorship_ADJ;Hui;;;;;;;;;;;;;
XBI_reactionary_2;Confucianist Faction;;;;;;;;;;;;;
XBI_conservative_2;Amban Faction;;;;;;;;;;;;;
XBI_liberal_2;Reformer Faction;;;;;;;;;;;;;
XIN_presidential_dictatorship;Xinjiang Clique;Clique de Xinjiang;Xinjiang-Clique;;;;;;;;;;;
YAK;Yakutia;;;;;;;;;;;;;
YAK_ADJ;Yakut;;;;;;;;;;;;;
YAK_conservative;The Conservatives;Faction royale;K�nigsfraktion;;;;;;;;;;;
YAK_liberal;The Liberals;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
YAK_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
YAK_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
YAK_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
YAK_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
YAK_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
YAP;Yap;Yap;Yap;;;;;;;;;;;
YAP_ADJ;Yapese;Yapese;Yapese;;;;;;;;;;;
YNN_presidential_dictatorship;Yunnan Clique;Clique de Yunnan;Yunnan-Clique;;;;;;;;;;;
YUC;Yucatan;;;;;;;;;;;;;
YUC_ADJ;Yucatecan;;;;;;;;;;;;;
YUC_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
YUC_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
YUC_reactionary;Partido Nationalist;Partido nationaliste;Partido Nationalist;;;;;;;;;;;
YUC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
YUC_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
YUC_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
YUC_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
YZW;Yonezawa;;;;;;;;;;;;;
YZW_ADJ;Yonezawan;;;;;;;;;;;;;
YZW_absolute_monarchy_ADJ;Uesugi;;;;;;;;;;;;;
YZW_prussian_constitutionalism_ADJ;Uesugi;;;;;;;;;;;;;
YZW_hms_government_ADJ;Uesugi;;;;;;;;;;;;;
ZAM;Zambia;;;;;;;;;;;;;
ZAM_ADJ;Zambian;;;;;;;;;;;;;
ZAM_liberal;United Party for National Development;;;;;;;;;;;;;
ZAM_conservative;Movement for Multi-Party Democracy;;;;;;;;;;;;;
ZAM_socialist;United Progressive Party;;;;;;;;;;;;;
ZAM_reactionary;National Restoration Party;;;;;;;;;;;;;
ZAM_anarcho_liberal;National Party;;;;;;;;;;;;;
ZAM_communist;United National Independence Party;;;;;;;;;;;;;
ZAM_fascist;Fourth Revolution Party    ;;;;;;;;;;;;;
### African Kingdoms ###;;;;;;;;;;;;;;
ARO;Aro;Aro;Aro;;Aro;;;;;;;;;
ARO_ADJ;Aro;Aro;Aro;;;;;;;;;;;
ARO_conservative;Eze Aro Faction;Faction Eze Aro;Eze Aro Fraktion;;;;;;;;;;;
ARO_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
ARO_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
ARO_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ARO_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
ARO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
ARO_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ARO_proletarian_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_proletarian_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafre�o;;;;;;;;;
ARO_fascist_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_fascist_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafre�o;;;;;;;;;
ARO_bourgeois_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_bourgeois_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafre�o;;;;;;;;;
ARO_presidential_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_presidential_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafre�o;;;;;;;;;
ARO_democracy;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_democracy_ADJ;Biafran;Biafraise;Biafran;;biafre�o;;;;;;;;;
ASH;Ashanti;Ashanti;Aschanti;;Asantia;;;;;;;;;
ASH_ADJ;Ashanti;Ashanti;Aschanti;;;;;;;;;;;
ASH_conservative;Royal Faction;Faction royale;K�nigsfraktion;;;;;;;;;;;
ASH_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
ASH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
ASH_conservative_2;National Liberation Movement;;;;;;;;;;;;;
ASH_liberal_2;United Gold Coast Convention;;;;;;;;;;;;;
ASH_reactionary_2;National Liberation Council;;;;;;;;;;;;;
ASH_anarcho_liberal;Progress Party;;;;;;;;;;;;;
ASH_socialist;Ghana Congress Party;;;;;;;;;;;;;
ASH_communist;Convention People's Party;;;;;;;;;;;;;
ASH_fascist;Popular Front Party;;;;;;;;;;;;;
GHN;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
GHN_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghan�s;;;;;;;;;
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;
AZA_conservative;Royal Faction;Faction royale;K�nigsfraktion;;;;;;;;;;;
AZA_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
AZA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
AZA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AZA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
AZA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
AZA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BEN;Benin;B�nin;Benin;;Ben�n;;;;;;;;;
BEN_ADJ;Beninese;B�ninois;Benin;;;;;;;;;;;
BEN_conservative;Oba's Faction;Faction Obo;Oba Fraktion;;;;;;;;;;;
BEN_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
BEN_reactionary;Military Faction;Faction militaire;Milit�rische Fraktion;;;;;;;;;;;
BEN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BEN_socialist;People's Faction;Faction populaire;Volk Fraktion;;;;;;;;;;;
BEN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BEN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;
BRD_conservative;Country Democratic Union;;;;;;;;;;;;;
BRD_liberal;APRODEBA;;;;;;;;;;;;;
BRD_reactionary;Union for National Progress;;;;;;;;;;;;;
BRD_anarcho_liberal;Abanyamajambere Party;;;;;;;;;;;;;
BRD_socialist;Rural Democratic Party;;;;;;;;;;;;;
BRD_communist;Burundi Workers' Party;;;;;;;;;;;;;
BRD_fascist;People's Union of Burundi;;;;;;;;;;;;;
BSH;Lesotho;;;;;;;;;;;;;
BSH_absolute_monarchy;Basotho;;;;;;;;;;;;;
BSH_ADJ;Basotho;Basotho;Basotho;;;;;;;;;;;
BSH_conservative;Royal Faction;Faction royale;K�nigsfraktion;;;;;;;;;;;
BSH_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
BSH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
BSH_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BSH_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
BSH_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BSH_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BUG;Uganda;;;;;;;;;;;;;
BUG_absolute_monarchy;Buganda;;;;;;;;;;;;;
BUG_ADJ;Ugandan;;;;;;;;;;;;;
BUG_conservative;Uganda Patriotic Movement;;;;;;;;;;;;;
BUG_liberal;Democratic Party;;;;;;;;;;;;;
BUG_reactionary;Kabaka Yekka;;;;;;;;;;;;;
BUG_anarcho_liberal;Federal Democratic Party;;;;;;;;;;;;;
BUG_socialist;Uganda People's Congress;;;;;;;;;;;;;
BUG_communist;African Farmers Union;;;;;;;;;;;;;
BUG_fascist;Freedom and Unity Front;;;;;;;;;;;;;
CLA;Calabar;Calabar;Calabar;;Calabar;;;;;;;;;
CLA_ADJ;Calabarean;Calabarien;Calabarische;;;;;;;;;;;
CLA_conservative;Duke Town Faction;Faction de Duke Town;Duke Town Fraktion;;;;;;;;;;;
CLA_liberal;Creek Town Faction;Faction de Creek Town;Creek Town Fraktion;;;;;;;;;;;
CLA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
CLA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
CLA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
CLA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
CLA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DAH_absolute_monarchy;Dahomey;;;;;;;;;;;;;
DAH_absolute_monarchy_ADJ;Dahomean;;;;;;;;;;;;;
DAH_prussian_constitutionalism;Dahomey;;;;;;;;;;;;;
DAH_prussian_constitutionalism_ADJ;Dahomean;;;;;;;;;;;;;
DAH_hms_government;Dahomey;;;;;;;;;;;;;
DAH_hms_government_ADJ;Dahomean;;;;;;;;;;;;;
DAH;Benin;;;;;;;;;;;;;
DAH_ADJ;Beninese;;;;;;;;;;;;;
DAH_proletarian_dictatorship;People's Republic of Benin;;;;;;;;;;;;;
DAH_conservative;Ahosu Faction;Faction Ahosu;Ahosu Fraktion;;;;;;;;;;;
DAH_liberal;Liberal Faction;Faction Lib�ral;Liberale Fraktion;;;;;;;;;;;
DAH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
DAH_conservative_2;Progressive Union;;;;;;;;;;;;;
DAH_reactionary_2;Ethnic Group of the North;;;;;;;;;;;;;
DAH_liberal_2;Republican Party;;;;;;;;;;;;;
DAH_anarcho_liberal;BMFD;;;;;;;;;;;;;
DAH_socialist;African People's Bloc;;;;;;;;;;;;;
DAH_communist;People's Revolutionary Party;;;;;;;;;;;;;
DAH_fascist;Fascist Front;;;;;;;;;;;;;
DAM;Damagaram;Damagaram;Damagaram;;Damgaram;;;;;;;;;
DAM_ADJ;Damagaram;Damagaram;Damagaram;;;;;;;;;;;
DAM_conservative;Sultan's Faction;Faction Sultan;Sultan Fraktion;;;;;;;;;;;
DAM_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
DAM_reactionary;Religious Faction;Faction Religieux;Religi�se Fraktion;;;;;;;;;;;
DAM_anarcho_liberal;Freedom Faction;Faction de libert�;Freiheits Fraktion;;;;;;;;;;;
DAM_socialist;Justice and Equality Movement;Mouvement pour la justice et l'�galit�;Bewegung f�r Gerechtigkeit und Gleichheit;;;;;;;;;;;
DAM_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
DAM_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DAM_proletarian_dictatorship;Hausa Republic;Haoussa;Haussaland;;;;;;;;;;;
DAM_proletarian_dictatorship_ADJ;Hausa;Haoussa;Hausa;;;;;;;;;;;
DAM_presidential_dictatorship;Hausaland;Haoussa;Haussaland;;;;;;;;;;;
DAM_presidential_dictatorship_ADJ;Hausa;Haoussa;Hausa;;;;;;;;;;;
DAM_bourgeois_dictatorship;Hausaland;Haoussa;Haussaland;;;;;;;;;;;
DAM_bourgeois_dictatorship_ADJ;Hausa;Haoussa;Hausa;;;;;;;;;;;
DAM_fascist_dictatorship;Hausaland;Haoussa;Haussaland;;;;;;;;;;;
DAM_fascist_dictatorship_ADJ;Hausa;Haoussa;Hausa;;;;;;;;;;;
DAM_democracy;Hausaland;Haoussa;Haussaland;;;;;;;;;;;
DAM_democracy_ADJ;Hausa;Haoussa;Hausa;;;;;;;;;;;
DAR;Darfur;Darfour;Darfur;;Darfur;;;;;;;;;
DAR_ADJ;Darfuri;Darfourienne;Darfur;;;;;;;;;;;
DAR_conservative;Sultan's Faction;Faction sultan;Sultan Fraktion;;;;;;;;;;;
DAR_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
DAR_reactionary;Religious Faction;Faction Religieux;Religi�se Fraktion;;;;;;;;;;;
DAR_anarcho_liberal;Freedom Faction;Faction de libert�;Freiheits Fraktion;;;;;;;;;;;
DAR_socialist;Justice and Equality Movement;Mouvement pour la justice et l'�galit�;Bewegung f�r Gerechtigkeit und Gleichheit;;;;;;;;;;;
DAR_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
DAR_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DND;Dendi;Dendi;Dendi;;Dendi;;;;;;;;;
DND_ADJ;Dendi;Dendi;Dendi;;;;;;;;;;;
DND_conservative;Askiya Faction;Faction Askiya;Askiya Fraktion;;;;;;;;;;;
DND_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
DND_reactionary;Religious Faction;Faction Religieux;Religi�se Fraktion;;;;;;;;;;;
DND_anarcho_liberal;Freedom Faction;Faction de libert�;Freiheits Fraktion;;;;;;;;;;;
DND_socialist;Justice and Equality Movement;Mouvement pour la justice et l'�galit�;Bewegung f�r Gerechtigkeit und Gleichheit;;;;;;;;;;;
DND_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
DND_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DND_proletarian_dictatorship;Songhai Republic;Songhay;Songhai;;;;;;;;;;;
DND_proletarian_dictatorship_ADJ;Songhai;Sonrha�s;Songhai;;;;;;;;;;;
DND_presidential_dictatorship;Songhai;Songhay;Songhai;;;;;;;;;;;
DND_presidential_dictatorship_ADJ;Songhai;Sonrha�s;Songhai;;;;;;;;;;;
DND_bourgeois_dictatorship;Songhai;Songhay;Songhai;;;;;;;;;;;
DND_bourgeois_dictatorship_ADJ;Songhai;Sonrha�s;Songhai;;;;;;;;;;;
DND_fascist_dictatorship;Dendi Republic;Dendi;Dendi;;Dendi;;;;;;;;;
DND_democracy;Songhai;Songhay;Songhai;;;;;;;;;;;
DND_democracy_ADJ;Songhai;Sonrha�s;Songhai;;;;;;;;;;;
GBU;Guinea-Bissau;;;;;;;;;;;;;
GBU_absolute_monarchy;Gabu;;;;;;;;;;;;;
GBU_absolute_monarchy_ADJ;Gabuan;;;;;;;;;;;;;
GBU_ADJ;Bissau-Guinean;;;;;;;;;;;;;
GBU_conservative;Mansaba Faction;Faction Mansaba;Mansaba Fraktion;;;;;;;;;;;
GBU_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
GBU_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
GBU_conservative_2;Democratic Front;;;;;;;;;;;;;
GBU_liberal_2;Party for Social Renewal;;;;;;;;;;;;;
GBU_reactionary_2;Guinean Civic Forum;;;;;;;;;;;;;
GBU_anarcho_liberal;Democratic Party of Progress;;;;;;;;;;;;;
GBU_socialist;Struggle Front for Independence;;;;;;;;;;;;;
GBU_communist;African Party of Independence;;;;;;;;;;;;;
GBU_fascist;Bafat� Movement;;;;;;;;;;;;;
GEL;Geledi;Geledi;Geledi;;Geledi;;;;;;;;;
GEL_ADJ;Geledi;Geledien;Geledisch;;;;;;;;;;;
GEL_conservative;Sheikal Faction;Faction Sheikal;Scheichsfraktion;;Facci�n de jeques;;;;;;;;;
GEL_liberal;The Liberal Faction;Faction lib�rale;Die liberale Fraktion;;La facci�n liberal;;;;;;;;;
GEL_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facci�n nacionalista;;;;;;;;;
GEL_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facci�n radical;;;;;;;;;
GEL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facci�n socialista;;;;;;;;;
GEL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facci�n comunista;;;;;;;;;
GEL_fascist;The Greater Somalia Faction;La Faction Grande Somalie;Die Gr��ere Somalia Fraktion;;El Gran Somalia Facci�n;;;;;;;;;
JAL;Futa Jallon;Fouta Djalon;Fuuta Jalon;;Fouta Yallon;;;;;;;;;
JAL_ADJ;Jallon;Djalon;Jalon;;;;;;;;;;;
JAL_conservative;Almami's Faction;Faction Almami;Almami Fraktion;;;;;;;;;;;
JAL_liberal;Liberal Faction;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
JAL_reactionary;The Jihadis;Les djihadistes;Das Jihadis;;;;;;;;;;;
JAL_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
JAL_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
JAL_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
JAL_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KBO;Bornu;Kanem-Bornu;Kanem-Bornu;;Kanem-Bornu;;;;;;;;;
KBO_ADJ;Bornu;Bornu;Bornu;;;;;;;;;;;
KBO_conservative;Mai Faction;Faction Mai;Mai Fraktion;;;;;;;;;;;
KBO_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
KBO_reactionary;Religious Faction;Religieux Faction;Religi�se Fraktion;;;;;;;;;;;
KBO_anarcho_liberal;Freedom Faction;Faction de libert�;Freiheits Fraktion;;;;;;;;;;;
KBO_socialist;People's welfare Faction;Faction du bien-�tre populaire;Volksbetreuungsamt Fraktion;;;;;;;;;;;
KBO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KBO_fascist;Greater Kanem-Bornu Faction;Faction du Grand Empire du Kanem-Bornou;Gro�er Kanem-Bornu ReichFraktion;;;;;;;;;;;
KNG;Wattara;Ouattara;Wattara;;Wattara;;;;;;;;;
KNG_ADJ;Wattaran;Wattaran;Wattaran;;;;;;;;;;;
KNG_conservative;Fama's Faction;Faction Fama;Fama Fraktion;;;;;;;;;;;
KNG_liberal;Liberal Faction;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
KNG_reactionary;Religious Faction;Religieux Faction;Religi�se Fraktion;;;;;;;;;;;
KNG_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KNG_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KNG_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KNG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KON;Kongo;Kongo;Kongo;;Congo;;;;;;;;;
KON_ADJ;Kongolese;Kongolaise;Kongolesische;;;;;;;;;;;
KON_conservative;MweneKongo Faction;Faction MweneKongo;MweneKongo Fraktion;;;;;;;;;;;
KON_liberal;Reform Faction;Faction de r�forme;Verbesserung Fraktion;;;;;;;;;;;
KON_reactionary;Religious Faction;Religieux Faction;Religi�se Fraktion;;;;;;;;;;;
