Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
build_belo_horizonte_title; Построить Белу-Оризонти;;;;;;;;;;;;; 
build_belo_horizonte_desc;" В этом году правительственные чиновники согласились, что для современного и процветающего штата Минас-Жерайс необходимо построить новую столицу. Из-за климатических и топографических условий губернатор Минас-Жерайс Афонсу Пена выбрал среди других городов Куррал-Дел-Рей в качестве места для нового экономического и культурного центра штата под новым названием ""Белу-Оризонти"" или ""Прекрасный горизонт"". Затем урбанист из штата Пара Аарон Рейс был назначен спроектировать второй запланированный город Бразилии, и Белу-Оризонти наконец был торжественно открыт, несмотря на многочисленные незавершенные постройки, поскольку бразильское правительство установило крайний срок его завершения. Город процветал благодаря недавно открытым железным месторождениям в штате.";;;;;;;;;;;;; 
build_teresina_title; Построить Терезину;;;;;;;;;;;;; 
build_teresina_desc;" Терезина - первый запланированный город в стране и единственная северо-восточная столица, расположенная вне побережья. До 1852 года столицей капитанства Пиауи была Эрейрас, однако из-за трудностей связи и торговли столица была перенесена в район рядом с рекой Парнаиба, ближе к другим городам и к морскому побережью. Колонизация места, где сейчас расположена Терезина, восходит к XVIII веку. Выбранное место представляло собой небольшую общину рыбаков в 1760 году недалеко от рек Поти и Парнаиба. Затем небольшое поселение рыбаков выросло и превратилось в деревню, которая называлась ""Вила-ду-Поти"", но из-за наводнений на берегах реки Парнаиба город пришлось построить на более высоком месте.";;;;;;;;;;;;; 
greater_syria_title; Претендовать на Большую Сирию;;;;;;;;;;;;; 
greater_syria_desc; В националистической идеологии, разработанной основателем Сирийской социальной националистической партии Антуном Сааде, Сирия рассматривается как геокультурная среда, в которой развивалось сирийское национальное государство, область, которую Саада назвал Сирийским Плодородным Полумесяцем. Саада отверг как язык, так и религию в качестве определяющих характеристик нации, и вместо этого утверждал, что нации развиваются благодаря общему развитию народа, населяющего определенный географический регион. Он указал на то, что, по его мнению, являются отличительными природными границами региона, и описал его как простирающийся от горного хребта Тавр на северо-западе и Загроса на северо-востоке до Суэцкого канала и Красного моря, включая Синайский полуостров и залив Акаба на юге, а также от восточной части Средиземного моря, включая остров Кипр, на западе до аравийской пустыни и Персидского залива на востоке.;;;;;;;;;;;;; 
deseret_complete_cores_title; Границы Дезерета;;;;;;;;;;;;; 
deseret_complete_cores_desc; С тех пор, как мы обрели независимость, провинции, которые по праву принадлежат нам, находятся в руках других наций. Пришло время окончательно урегулировать наши границы и исполнить судьбу нашего великого государства.;;;;;;;;;;;;; 
yemeni_sultanates_conquest_title; Завоевать йеменские султанаты;;;;;;;;;;;;; 
yemeni_sultanates_conquest_desc; Земля, известная как Йемен, усеяна независимыми султанатами, каждый из которых выступает в качестве государства. Было бы в интересах нашей страны убедить эти султанаты встать под наше прямое командование, чтобы мы могли принести цивилизацию их народам более эффективно и обезопасить их земли от других держав.;;;;;;;;;;;;; 
conquer_montenegro_title; Наши претензии на Черногорию;;;;;;;;;;;;; 
conquer_montenegro_desc; Черногория восстала против нашей империи в прошлом, произошло несколько стычек на границе с их войсками. Мы никогда не теряли наших притязаний и никогда не признавали их независимость, но если мы хотим сохранить положение вещей, нам нужно положить конец этому мятежу против нашего правления в ближайшее время.;;;;;;;;;;;;;
unite_the_caucasus_title;Объедините кавказских мусульман;;;;;;;;;;;;; 
unite_the_caucasus_desc;Мусульмане на Кавказе исторически были целью православных русских. Имам Шамиль объединил наш народ, чтобы отбить русских, и он добился успеха, хотя и на время. Если мы хотим остаться на своей родине и противостоять русским амбициям, нам нужно снова объединиться против общего врага.;;;;;;;;;;;;; 
embrace_the_boer_title;Восстановить отношения с бурами;;;;;;;;;;;;; 
embrace_the_boer_desc;"Правление Голландской Восточной Индии в Южной Африке было тираническим: они закрыли колонию для свободной иммиграции, удерживали весь торговый оборот в своих руках, объединили административные, законодательные и судебные полномочия в одном органе, предписывали фермерам, какие культуры они должны выращивать, требовали от них значительную часть их продукции и притесняли их другими отчислениями, способствующими упадку промышленности и предпринимательства. Последствия этой тирании были неизбежны: она привела людей к отчаянию. Они бежали от угнетения, и так началась ""треккинг"". Колония сменила владельцев, но многие буры были так же недовольны британским правлением, как и Голландская Восточная Индия, хотя их жалобы были несколько иные. Восстановив отношения с бурами, выплатив компенсацию, отменив правило компании и администрируя колонии напрямую, мы можем восстановить отношения и заставить буров принять наше правление, чтобы окончательно положить конец ""треккингу"".";;;;;;;;;;;;; 
communist_abolish_child_labor_title;Отменить детский труд;;;;;;;;;;;;; 
communist_abolish_child_labor_desc;Нашей великой стране не нужны маленькие руки детей, чтобы процветать. Члены секретариата согласны с тем, что мы должны отменить любой вид детского труда в нашей стране и что эти дети должны ходить в школу, чтобы узнать о нашей стране, ее национальных героях и нашей великой революции, чтобы разорвать цепи пролетариата.;;;;;;;;;;;;; 
communist_reform_bureaucracy_title;Реформировать бюрократию;;;;;;;;;;;;; 
communist_reform_bureaucracy_desc;Старая коррумпированная бюрократия старого режима должна быть исключена из нашей страны, если мы хотим процветать, и ее необходимо заменить кадрами высококвалифицированных чиновников, обученных в лучших государственных школах с лучшим государственным образованием, которое мы можем себе позволить, отобранных через всеобщие экзамены, беспристрастно.;;;;;;;;;;;;; 
increase_conscription_title;Увеличить срок призыва;;;;;;;;;;;;; 
increase_conscription_desc;Наша страна находится в состоянии войны. Безопасность наших граждан, нашего правителя и священных границ страны находятся под угрозой. Каждый способный мужчина, способный держать в руках винтовку, должен проходить тренировки, чтобы отправиться на передовую. Недавний законопроект в Верхней палате предлагает расширить нашу систему призыва в это время войны. С небольшой помощью они могут получить необходимую поддержку для его внедрения.;;;;;;;;;;;;; 
annex_the_kumul_title;Присоединить Кумульское ханство;;;;;;;;;;;;; 
annex_the_kumul_desc;Кумульское ханство - это самостоятельная нация, которая долго наслаждалась защитой Маньчжуров. Теперь, когда они свободны, это идеальное время для того, чтобы наши войска зашли в их столицу и принудили их присоединиться, поскольку они являются неотъемлемой и законной частью нашей территории.;;;;;;;;;;;;; 
the_aceh_question_title;Вопрос об Ачехе;;;;;;;;;;;;; 
the_aceh_question_desc;В течение большей части XIX века независимость Ачеха гарантировалась Англо-Голландским договором 1824 года и его статусом протектората Османской империи с XVI века. В 1820-х годах Султанат Ачеха стал региональной политической и коммерческой силой, поставляя половину мирового перца, что увеличило доходы и влияние местных феодальных раджей. После открытия Суэцкого канала торговые пути изменились, и теперь у нас есть возможность договориться с цивилизованными защитниками Ачеха: позволить нам свободу действий в их сфере влияния в Морской Юго-Восточной Азии, пока мы берем на себя ответственность за борьбу с пиратством в регионе. С помощью этой сделки мы можем получить их санкцию для завоевания Ачеха, хотя мы должны быть готовы отдать что-то взамен, скорее всего колонию.;;;;;;;;;;;;; 
the_short_declaration_title;Краткое заявление;;;;;;;;;;;;;
the_short_declaration_desc;"Краткое заявление было кратким и лаконичным, потому что оно противопоставлялось ""длинным"" контрактам, которые ранее заключались между правительством Нидерландских Индий и примерно семнадцатью так называемыми самоуправляемыми землями. Последние остались под управлением правителей, которые были наделены полномочиями заниматься законодательными и административными вопросами, относящимися к их территориям, но они должны были обеспечить выполнение обязательств перед правительством Нидерландских Индий. Длинные контракты определяли пределы компетенции как правителей, так и правительства Нидерландских Индий. Путем издания Краткого заявления мы объявим эти контракты недействительными и ничтожными, и мы приведем Молуккские острова и султанат Сиак под наш прямой контроль.";;;;;;;;;;;;; 
become_sunni_title; Сделать суннизм официальной религией;;;;;;;;;;;;;   
become_sunni_desc; Сунниты выросли в нашей стране до такой степени, что мы больше не можем игнорировать их. Мы должны принять эту религию и сделать ее официальной государственной религией.;;;;;;;;;;;;; 
become_shiite_title; Принять шиитскую религию;;;;;;;;;;;;; 
become_shiite_desc; Шииты выросли в нашей стране до такой степени, что мы больше не можем игнорировать их. Мы должны принять эту религию и сделать ее официальной государственной религией.;;;;;;;;;;;;;   
become_catholic_title; Принять католическую религию;;;;;;;;;;;;; 
become_catholic_desc; Католики выросли в нашей стране до такой степени, что мы больше не можем игнорировать их. Мы должны принять эту религию и сделать ее официальной государственной религией.;;;;;;;;;;;;; 
end_the_javanese_sultanates_title; Покончить с яванскими султанатами;;;;;;;;;;;;; 
end_the_javanese_sultanates_desc; Султанаты Джокьякарты и Суракарты долгое время находились под нашей защитой. Было бы в наших интересах убедить их перейти под наше прямое правление, чтобы мы могли принести цивилизацию их народу более эффективно и обезопасить их земли от других держав.;;;;;;;;;;;;; 
expel_manchu_from_primorye_title; Изгнать китайцев;;;;;;;;;;;;;   
expel_manchu_from_primorye_desc; Тихоокеанское побережье, называемое китайцами Хайшенвай, было заселено в основном китайцами и маньчжурами в период династии Цин. Маньчжуры запретили китайцам хань большую часть Маньчжурии, включая район Хайшенвай, его посещали только нелегальные сборщики трепангов. Маньчжуры по-прежнему составляют большинство в большей части Внешней Маньчжурии, и мы не можем заставить их ассимилироваться, что может принести проблемы в будущем. Наши советники рекомендуют попытаться выгнать их, чтобы мы могли укрепить наши претензии на эту территорию. Если нам удастся изгнать их, мы можем значительно повысить привлекательность региона для иммигрантов.;;;;;;;;;;;;;   
manifest_destiny_desc; Чтобы принести цивилизацию с побережья до сияющего побережья всегда было великой миссией нашей великой республики. Пусть орел расправит крылья.;;;;;;;;;;;;; 
reclaim_india_mughals_title; Реформировать империю Великих Моголов;;;;;;;;;;;;; 
reclaim_india_mughals_desc; Вся Индия когда-то была частью нашей могущественной империи. Наша судьба - вновь объединить эти земли под нашим знаменем.;;;;;;;;;;;;; 
create_south_africa_title; Создать Южную Африку;;;;;;;;;;;;; 
create_south_africa_desc; Объединение южноафриканских государств под одним флагом в качестве марионетки нашей нации сделает их гораздо более сильным союзником.;;;;;;;;;;;;;   
die_wacht_am_rhein_desc;" В 1840 году тогдашний премьер-министр Франции Адольф Тьер заявил, что река Рейн является естественной восточной границей французской нации, что впоследствии стало известно как Рейнский кризис, поскольку в Германии это воспринималось как угроза прусским владениям на западном берегу реки. В ответ на эти события поэт и купец Макс Шнекенбургер написал патриотическую поэму с призывом к ""Отечеству оставаться спокойным"", ибо, как говорится в поэме, ""быстро и верно стоит стража на Рейне"", что означает, что немецкая нация будет защищать реку от любой агрессии. Поэма была положена на музыку в 1854 году и стала чрезвычайно популярной в Германии во время Франко-прусской войны 1870-71 годов.";;;;;;;;;;;;;   
withdraw_signature_geneva_convetion_title; Отозвать подпись с Женевской конвенции;;;;;;;;;;;;; 
withdraw_signature_geneva_convetion_desc; Женевская конвенция нас связывает и мешает установить полный контроль над некоторыми... аспектами, которыми мы хотели бы обладать. Пришло время отозвать нашу подпись.;;;;;;;;;;;;; 
renaming_act_lushun_title; Переименовать Люйшунь;;;;;;;;;;;;; 
renaming_act_lushun_desc; Небольшой портовый город, известный китайцами как Люйшунь, японцами как Рёдзюн, а западными как Порт-Артур, теперь прочно в наших руках, и нет ничего лучше, чтобы продемонстрировать это, чем изменение его названия на что-то более близкое к нашей культуре.;;;;;;;;;;;;; 
create_argentina_title; Восстановить Аргентину;;;;;;;;;;;;; 
create_argentina_desc; Народы старых испанских колоний на территории, известной как Аргентина, были бы более полезны для нас, если бы они были объединены под одним флагом.;;;;;;;;;;;;;   
names_of_the_revolution_title; Имперское пятно;;;;;;;;;;;;;
names_of_the_revolution_desc;Рабочая революция удалась в России, но в наших городах и провинциях до сих пор есть старые империалистические и монархические названия, отдающие дань угнетателям пролетариата. Давайте стерем эту главу и напишем новую, основанную на героях революции.;;;;;;;;;;;;; 
remove_names_of_the_revolution_title;Коммунистическое пятно;;;;;;;;;;;;; 
remove_names_of_the_revolution_desc;Коммунисты захватили власть силой и переименовали наши гордые города в честь имен своих террористических лидеров. Пришло время вернуться к старым традициям и похоронить имена тех, кто привел нашу страну к разрухе.;;;;;;;;;;;;; 
names_of_the_revolution_ukraine_title;Имперское пятно в Украине;;;;;;;;;;;;; 
names_of_the_revolution_ukraine_desc;Рабочая революция удалась, но в наших городах и провинциях до сих пор есть старые империалистические и монархические названия, отдающие дань угнетателям пролетариата. Давайте стерем эту главу и напишем новую, основанную на героях революции.;;;;;;;;;;;;; 
remove_names_of_the_revolution_ukraine_title;Коммунистическое пятно в Украине;;;;;;;;;;;;; 
remove_names_of_the_revolution_ukraine_desc;Коммунисты захватили власть силой и переименовали наши гордые города в честь имен своих террористических лидеров. Пришло время вернуться к старым традициям и похоронить имена тех, кто привел нашу страну к разрухе.;;;;;;;;;;;;; 
falangist_doctrine_title;Фалангистская доктрина;;;;;;;;;;;;; 
falangist_doctrine_desc;Фалангистская партия пришла к власти и продвигала революцию в Испании. Самые экстремистские члены теперь призывают к завершению целей революции: государственной расовой политике, объединению Гибралтара и Португалии с Испанией и аннексии бывших испанских территорий во французских Пиренеях.;;;;;;;;;;;;; 
nationalize_title;Национализировать промышленность;;;;;;;;;;;;; 
nationalize_desc;Больше иностранные собаки не будут толстеть от пота нашего народа! Настало время захватить все активы, принадлежащие аутсайдерам, чтобы о них заботилось государство.;;;;;;;;;;;;; 
reclaim_italian_lands_title;Вернуть наши исторические земли;;;;;;;;;;;;; 
reclaim_italian_lands_desc;В нашей стране растет настроение, призывающее к объединению территории, которая по праву принадлежит нам. Савойя, когда-то часть Сардинии-Пьемонта, является неотъемлемой частью Италии, где живет много итальянцев. Корсика и Мальта, явные продолжения нашей территории, - это острова, которые логически принадлежат итальянскому народу, а Корфу - явное продолжение наших далматинских претензий, земель, которые когда-то были частью Венеции. Мы должны сделать все от нас зависящее, чтобы дать итальянцам землю, которая им по праву принадлежит.;;;;;;;;;;;;; 
conquest_of_the_adriatic_title;Завоевание Адриатики;;;;;;;;;;;;; 
conquest_of_the_adriatic_desc;Адриатическое море, регион, который исторически является итальянским, находится в нашем распоряжении, и многие итальянцы до сих пор живут на землях вокруг него. Пришло время утвердить нашу гегемонию на этой территории, защищая итальянцев, которые там еще живут.;;;;;;;;;;;;; 
destroy_westminster_title;Уничтожить Вестминстерский дворец;;;;;;;;;;;;; 
destroy_westminster_desc;Отдав приказ нашим войскам, оккупирующим Лондон, уничтожить Вестминстерский дворец, мы можем нанести огромный удар по престижу нашего врага и сделать так, чтобы война закончилась раньше. Однако это будет рассматриваться как невероятный акт агрессии и навсегда испортит наши отношения с ними, а некоторые из наших граждан, а также их граждане, будут крайне возмущены таким злодеянием против их парламента.;;;;;;;;;;;;; 
destroy_eiffel_tower_title;Уничтожить Эйфелеву башню;;;;;;;;;;;;; 
destroy_eiffel_tower_desc;Отдав приказ нашим войскам, оккупирующим Париж, уничтожить Эйфелеву башню, мы можем нанести огромный удар по престижу нашего врага и сделать так, чтобы война закончилась раньше. Однако это будет рассматриваться как невероятный акт агрессии и навсегда испортит наши отношения с ними, а некоторые из наших граждан, а также их граждане, будут крайне возмущены таким злодеянием против одного из их национальных памятников.;;;;;;;;;;;;; 
build_the_big_ben_title;Восстановить Вестминстерский дворец;;;;;;;;;;;;; 
build_the_big_ben_desc;"В 1834 году случайный пожар уничтожил большие части Вестминстерского дворца. Обе палаты парламента были уничтожены вместе с большинством других зданий на этом месте. Вестминстер-холл был спасен в основном благодаря героическим усилиям пожарных и изменению направления ветра в течение ночи. Единственными другими частями дворца, которые уцелели, были Башня Драгоценностей, часовня Подклета, Клуатры и Капитул Святого Стефана и Вестминстер-холл. Недавно в парламенте обсуждался законопроект о восстановлении дворца вместе с огромной часовой башней, прозванной ""Биг-Бен"".";;;;;;;;;;;;; 
russify_congress_poland_title;Обрусение Царства Польского;;;;;;;;;;;;; 
russify_congress_poland_desc;Наши подданные в Царстве Польском долгое время находились под нашим правлением. Теперь пришло время начать их русификацию и интеграцию в могучую Российскую империю.;;;;;;;;;;;;; 
make_buenos_aires_capital_title;Сделать Буэнос-Айрес столицей Аргентины;;;;;;;;;;;;; 
make_buenos_aires_capital_desc;Буэнос-Айрес долгое время был самым густонаселенным и стратегически важным городом Аргентины. Разногласия по поводу того, какой город должен быть столицей, и статуса Буэнос-Айреса долго беспокоили нашу страну. Недавно было предложено лучшее решение, и все стороны согласны: мы федерализируем Буэнос-Айрес и сделаем его новой столицей.;;;;;;;;;;;;; 
paraguay_independence_title;Объявить независимость от Аргентины;;;;;;;;;;;;; 
paraguay_independence_desc;Парагвай долгое время был де-факто независимым, но он никогда официально не объявлял о независимости от Аргентинской Конфедерации. Это привело к тому, что аргентинцы считают нас частью своей страны и претендуют на нашу территорию. Сегодня наш Конгресс официально составил декларацию независимости, которую мы намерены отправить всем соседним странам. С нашей военной мощью мы уверены, что сможем отстоять свою свободу.;;;;;;;;;;;;; 
conquest_of_the_chaco_title;Завоевание Чако;;;;;;;;;;;;;
conquest_of_the_chaco_desc;Регион Чако в основном оставался в руках коренного населения до сих пор. Пришло время умиротворить этот регион и расширить наши границы, нам нужно заявить права на эту землю, чтобы никто не мог отрицать их у нас.;;;;;;;;;;;;; 
conquest_of_the_desert_title;Завоевание пустыни;;;;;;;;;;;;; 
conquest_of_the_desert_desc;Было выдвинуто предложение наконец вторгнуться в южные земли Патагонии и умиротворить их раз и навсегда. Аргентина должна заявить о своих правах, чтобы никто не мог их оспорить у нас.;;;;;;;;;;;;;   
occupation_of_araucania_title;Оккупация Араукании;;;;;;;;;;;;; 
occupation_of_araucania_desc;Было выдвинуто предложение наконец вторгнуться в южные земли Араукании и умиротворить их раз и навсегда. Чили должна заявить о своих правах, чтобы никто не мог их оспорить у нас.;;;;;;;;;;;;; 
argentina_chile_border_treaty_title;Договор о границе между Аргентиной и Чили;;;;;;;;;;;;;   
argentina_chile_border_treaty_desc;Теперь, когда земли Араукании и Патагонии полностью заселены, было бы разумно подойти к чилийцам и посмотреть, не сможем ли мы договориться о границе - они получат земли к западу от Анд, а мы - к востоку. Если мы не сможем договориться, вероятна война.;;;;;;;;;;;;; 
entre_rios_independent_title;Призыв к восстанию;;;;;;;;;;;;; 
entre_rios_independent_desc;Генерал Франсиско Рамирес призвал народ Аргентины: восстаньте и заставьте диктаторов согласиться на справедливую конституцию, предоставляющую права каждому гражданину Аргентины!;;;;;;;;;;;;;   
annex_easter_island_title;Аннексия острова Пасхи;;;;;;;;;;;;; 
annex_easter_island_desc;Коренное население острова Пасхи пострадало от многих бедствий в последние годы, от нападений перуанских пиратов до эпидемии туберкулеза. Несколько лет там действовало овцеводческое ранчо одного колониста, который недавно предложил продать его нашему правительству. Учитывая, что его ранчо охватывает большую часть острова, мы вполне имеем право заявить о суверенитете над ним.;;;;;;;;;;;;; 
valparaiso_harbor_title;Жемчужина Тихого океана;;;;;;;;;;;;; 
valparaiso_harbor_desc;Вальпараисо стал обязательной остановкой для кораблей, пересекающих Атлантический и Тихий океаны. Выполняя роль крупного морского порта, Вальпараисо принимает иммигрантов из многих европейских стран, но это может измениться, если откроется новый маршрут.;;;;;;;;;;;;; 
occupy_misiones_title;Оккупация Мисьонес;;;;;;;;;;;;; 
occupy_misiones_desc;В течение длительного времени провинция Мисьонес занимала центральное место в торговле между Бразилией, Аргентиной и Уругваем. Подавляющее большинство ее жителей - гуарани, наши люди, и ими должна управлять наша страна. Верховный диктатор Парагвая имеет проект по строительству форта и траншей за одну ночь, чтобы мы могли контролировать провинцию. Поскольку президент Аргентины Росас считает Парагвай частью Аргентины, они не должны предпринимать действия против нашего хода.;;;;;;;;;;;;; 
pbc_in_chaos_title;Хаос в Конфедерации;;;;;;;;;;;;; 
pbc_in_chaos_desc;Теперь, когда Конфедерация дестабилизирована, мы должны освободиться от южного господства и показать, кто является реальной силой в Андах!;;;;;;;;;;;;;   
treaty_of_la_paz_title;Договор в Ла-Пасе;;;;;;;;;;;;; 
treaty_of_la_paz_desc;Наши претензии как на Перу, так и на Боливию теперь считаются законными.;;;;;;;;;;;;; 
centralizer_act_huayna_capac_title;"Централизаторский акт ""Уайна Капак""";;;;;;;;;;;;; 
centralizer_act_huayna_capac_desc;"По мере усиления центрального правительства Конфедерация становится все более и более унитарным государством. ""Централизаторский акт Уайна Капак"" еще больше концентрирует власть в руках президента и создает Объединенную Республику Перу-Боливия.";;;;;;;;;;;;; 
the_new_pbc_title;Новая Конфедерация;;;;;;;;;;;;;
the_new_pbc_desc;Теперь, когда мы стали более могущественной державой, мы можем вновь объединиться с нашими южноандскими братьями и сестрами.;;;;;;;;;;;;; 
reunite_peru_title;Воссоединить Перу;;;;;;;;;;;;; 
reunite_peru_desc;Теперь, когда Конфедерация окончательно сломлена, мы находимся в положении, позволяющем возобновить контроль над Южным Перу и вновь объединить нацию.;;;;;;;;;;;;; 
leave_puppet_title;Объявить независимость;;;;;;;;;;;;;  
leave_puppet_desc;Слишком долго наши повелители контролировали марионеточное правительство. Больше нет! Наша мощь достаточна, чтобы освободиться от них, и нам было бы лучше, если бы мы правили и возглавляли нашу нацию, а не были подданными низшей силы.;;;;;;;;;;;;; 
declare_la_paz_capital_title;Сделать Ла-Пас столицей;;;;;;;;;;;;; 
declare_la_paz_capital_desc;Было предложено сделать Ла-Пас де-факто резиденцией национального правительства, оставив Сукре номинальную историческую, а также судебную столицу. Этот вопрос был поднят в связи со смещением боливийской экономики от в значительной степени исчерпанных серебряных рудников Потоси к эксплуатации олова вблизи Оруро и связанными с этим сдвигами в распределении экономической и политической власти среди различных национальных элит.;;;;;;;;;;;;; 
claim_sakhalin_title;Заявить права на Сахалин;;;;;;;;;;;;; 
claim_sakhalin_desc;Россия долгое время правила землями на острове Сахалин. Большая часть населения архипелага - русские. Пришло время дать миру знать, что мы считаем эти земли российской территорией, которую мы будем защищать до последнего!;;;;;;;;;;;;; 
establish_panslavism_title;Установить панславизм;;;;;;;;;;;;; 
establish_panslavism_desc;Православные христиане Балкан слишком долго жили под гнетом мусульманского угнетения. Настало время призвать их восстать против своих угнетателей. Вся Югославия должна объединиться!;;;;;;;;;;;;; 
the_great_game_bukhara_title;Большая игра доходит до Бухары;;;;;;;;;;;;; 
the_great_game_bukhara_desc;Мы должны утвердить свое господство в Центральной Азии. Это означает, что Бухара должна присоединиться к нашей нации или навсегда остаться объектом британской агрессии в регионе.;;;;;;;;;;;;; 
the_great_game_kokand_title;Большая игра доходит до Коканда;;;;;;;;;;;;; 
the_great_game_kokand_desc;Мы должны утвердить свое господство в Центральной Азии. Это означает, что Коканд должен присоединиться к нашей нации или навсегда остаться объектом британской агрессии в регионе.;;;;;;;;;;;;; 
the_great_game_khiva_title;Большая игра доходит до Хивы;;;;;;;;;;;;; 
the_great_game_khiva_desc;Мы должны утвердить свое господство в Центральной Азии. Это означает, что Хива должна присоединиться к нашей нации или навсегда остаться объектом британской агрессии в регионе.;;;;;;;;;;;;; 
reclaim_poland_RUS_title;Вернуть Польшу;;;;;;;;;;;;; 
reclaim_poland_RUS_desc;Наши земли в Польше были несправедливо отторгнуты от нас. Сейчас самое время вернуть эти земли во имя России!;;;;;;;;;;;;; 
treaty_of_tartu_title;Тартуский договор;;;;;;;;;;;;; 
treaty_of_tartu_desc;Теперь, когда мы свободны от российского правления, мы должны обратиться к российскому правительству и обсудить претензии на Петсамо и южную Карелию, прежде чем мы окажемся в территориальной войне, которую мы не можем надеяться выиграть.;;;;;;;;;;;;; 
mongolian_protectorate_title;Монгольский протекторат;;;;;;;;;;;;; 
mongolian_protectorate_desc;Наше влияние в Монголии таково, что мы можем оторвать эту нацию от Китая и взять ее под свой контроль. Они были бы нашими вассалами, пользуясь защитой от китайских претензий на их землю.;;;;;;;;;;;;; 
declare_neutrality_title;Объявить о нейтралитете Швейцарии;;;;;;;;;;;;; 
declare_neutrality_desc;Швейцарцы мало интересуются войнами Европы.;;;;;;;;;;;;; 
